SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
22,22,1.0,20901,20901.0
22,10,0.633492435547,19762,12519.077511279813
22,18,0.657734313833,18891,12425.258922619203
22,6,0.594377418149,20901,12423.08241673225
22,39,0.566118401583,20149,11406.719673495867
22,37,0.545506209238,20747,11317.617323060786
22,46,0.567815549931,19841,11266.02832618097
22,52,0.540622568259,20624,11149.799847773616
22,36,0.528720459886,20901,11050.786332077287
22,34,0.51437526272,20896,10748.38548979712
22,44,0.608279931432,17571,10688.086675191671
22,54,0.592773230453,17819,10562.626193442007
22,31,0.507064060693,20738,10515.494490651434
22,43,0.528095590146,19193,10135.73866167218
22,5,0.589637891749,17074,10067.477363722426
22,61,0.657177475386,14620,9607.93469014332
22,56,0.460859898452,19916,9178.485737570032
22,8,0.440718471899,20746,9143.145418016653
22,28,0.53304807507,17061,9094.333208769269
22,19,0.474431866151,18864,8949.682723072465
22,42,0.427881968318,19991,8553.788428645139
