SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
50,50,1.0,5610,5610.0
50,9,0.632103103696,5610,3546.0984117345597
50,39,0.591707612805,5610,3319.47970783605
50,6,0.52136717443,5610,2924.8698485523
50,19,0.519459020255,5587,2902.2175461646852
50,34,0.516744423248,5610,2898.9362144212796
50,46,0.508313365797,5610,2851.6379821211704
50,43,0.501304497407,5610,2812.31823045327
50,24,0.499002525593,5527,2757.986958952511
50,22,0.506764055867,5392,2732.471789234864
50,33,0.48456070068,5605,2715.9627273114
50,38,0.479984394383,5610,2692.71245248863
50,52,0.477202412311,5610,2677.10553306471
50,8,0.470974588583,5610,2642.16744195063
50,18,0.470150592327,5610,2637.54482295447
50,37,0.457302178172,5610,2565.46521954492
50,44,0.454408983435,5610,2549.23439707035
50,10,0.462570134525,5287,2445.608301233675
50,36,0.432205390345,5610,2424.67223983545
50,28,0.442715868843,5472,2422.541234308896
50,42,0.430291026537,5594,2407.048002447978
