SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
15,15,1.0,8987,8987.0
15,9,0.501112775753,7666,3841.5305389224977
15,20,0.509299867987,6344,3230.998362509528
15,36,0.335462141911,8987,3014.798269354157
15,39,0.317529969972,8528,2707.895583921216
15,19,0.294734943482,8987,2648.782937072734
15,2,0.397820257062,6562,2610.496526840844
15,23,0.30074149558,8612,2589.9857599349602
15,37,0.28627783926,8987,2572.77894142962
15,34,0.281103085019,8987,2526.273425065753
15,70,0.366348118093,6875,2518.643311889375
15,24,0.281138129924,8904,2503.253908843296
15,45,0.277890525334,8955,2488.50965436597
15,44,0.270306861706,8987,2429.247766151822
15,46,0.277336617965,8730,2421.1486748344496
15,43,0.26839376239,8987,2412.0547425989303
15,56,0.298777824228,8001,2390.5213716482276
15,18,0.261568914469,8987,2350.719834332903
15,8,0.258556277268,8987,2323.645263807516
15,6,0.258268182401,8987,2321.056155237787
15,42,0.257455079337,8987,2313.748798001619
