SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
8,8,1.0,20980,20980.0
8,6,0.461500288234,20980,9682.27604714932
8,10,0.486710635299,19864,9668.020059579336
8,39,0.462267283807,20383,9422.39404583808
8,46,0.467824079519,19920,9319.05566401848
8,34,0.441137988543,20980,9255.074999632141
8,36,0.440572585655,20980,9243.212847041901
8,22,0.440718471899,20746,9143.145418016653
8,18,0.472015360314,19125,9027.29376600525
8,54,0.468969965022,17840,8366.42417599248
8,43,0.431122795807,19272,8308.598520792504
8,44,0.462410473465,17805,8233.218480044325
8,31,0.394909924795,20822,8222.81445408149
8,52,0.392008500984,20858,8176.513313524271
8,28,0.470904919407,17295,8144.300581144065
8,19,0.42402021931,19098,8097.93814838238
8,37,0.385654204995,20980,8091.025220795101
8,5,0.447168275384,17303,7737.352668969352
8,56,0.375760904518,19994,7512.963524932891
8,61,0.487758199114,14641,7141.267793228074
8,42,0.354497786649,20075,7116.543066978675
