SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
5,5,1.0,17303,17303.0
5,18,0.641566294903,17303,11101.021600706608
5,10,0.632360871691,16817,10634.412779227547
5,22,0.589637891749,17074,10067.477363722426
5,6,0.569405722185,17303,9852.427210967055
5,36,0.543534546316,17303,9404.778254905747
5,39,0.528497839121,16844,8902.017602154125
5,44,0.614365976225,14129,8680.376878083025
5,46,0.533912594154,16243,8672.342266843423
5,34,0.496389599666,17303,8589.029243020797
5,37,0.489272522795,17303,8465.882461921885
5,28,0.58331080538,14098,8223.51573424724
5,52,0.474809960622,17194,8163.882462934667
5,31,0.473778125968,17145,8122.92596972136
5,54,0.522977118987,15191,7944.545414531516
5,61,0.643499447519,12061,7761.2468365266595
5,8,0.447168275384,17303,7737.352668969352
5,19,0.442041095902,17301,7647.753000200502
5,43,0.487350941516,15595,7600.23793294202
5,56,0.441442881873,16318,7203.464946403614
5,45,0.408272605964,17085,6975.33747289494
