SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
70,70,1.0,8879,8879.0
70,61,0.686071793342,8865,6082.026447976829
70,44,0.656377600422,8879,5827.976714146938
70,18,0.657361167692,8739,5744.679244460388
70,22,0.631450569172,8858,5593.389141725576
70,54,0.615313645623,8879,5463.369859486616
70,6,0.599946201714,8879,5326.922325018606
70,24,0.594547078622,8879,5278.983511084738
70,36,0.567793450785,8879,5041.438049520015
70,37,0.554462620877,8879,4923.073610766884
70,39,0.580505220425,8420,4887.8539559784995
70,34,0.549563792452,8879,4879.576913181309
70,38,0.541280279582,8879,4806.027602408578
70,46,0.607789059886,7819,4752.302659248634
70,10,0.610472074763,7765,4740.315660534695
70,52,0.532099867999,8879,4724.514727963121
70,42,0.529453997745,8863,4692.5507820139355
70,13,0.556468377398,8353,4648.180356405494
70,43,0.509648916631,8879,4525.172730766649
70,5,0.638542688463,6917,4416.799776098571
70,19,0.48950821525,8712,4264.595571258
