SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
68,68,1.0,11821,11821.0
68,18,0.446479241455,11821,5277.831113239555
68,54,0.434384628529,11821,5134.8606938413095
68,69,0.420190907311,11646,4893.5433065439065
68,51,0.413218935934,11801,4876.396662957134
68,67,0.437847822217,11086,4853.980957097662
68,6,0.399085360468,11821,4717.588046092228
68,36,0.398612693565,11821,4712.000650631865
68,10,0.420508980311,11033,4639.475579771262
68,52,0.387527305965,11821,4580.9602838122655
68,61,0.501742968482,8691,4360.648139077061
68,8,0.368274087918,11821,4353.367993278678
68,39,0.361584710911,11821,4274.292867678931
68,5,0.368707961753,11492,4237.191896465476
68,64,0.356990392855,11821,4219.983433938955
68,34,0.356505155683,11821,4214.247445328743
68,22,0.34815673082,11805,4109.9902073301
68,37,0.346896406793,11821,4100.662424700053
68,56,0.341454140913,11821,4036.329399732573
68,26,0.370018637841,10601,3922.567579752441
68,43,0.386092579362,10113,3904.554255087906
