SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
42,42,1.0,20225,20225.0
42,34,0.460028944468,20225,9304.0854018653
42,22,0.427881968318,19991,8553.788428645139
42,31,0.414572477896,20067,8319.225913939032
42,39,0.425085122398,19478,8279.808014068243
42,6,0.407695656225,20225,8245.644647150624
42,18,0.4223240998,18220,7694.745098356
42,44,0.445105408931,16900,7522.2814109339
42,10,0.392014863754,19092,7484.347778791368
42,36,0.362644332371,20225,7334.481622203475
42,46,0.382223932403,19165,7325.321664503495
42,37,0.364520920259,20076,7318.1219951196845
42,61,0.490062292022,14625,7167.161020821751
42,8,0.354497786649,20075,7116.543066978675
42,56,0.369469375417,19239,7108.221313647663
42,19,0.387901165631,18193,7057.0859063247835
42,52,0.345424814204,19953,6892.261317812412
42,28,0.39901493039,17261,6887.396713461791
42,54,0.403447153019,16935,6832.377536376765
42,43,0.366801335989,18517,6792.060338508313
42,24,0.4960448103,13574,6733.312255012201
