SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
17,17,1.0,6662,6662.0
17,10,0.646438121451,6655,4302.045698256405
17,44,0.61340229296,6661,4085.8726734065604
17,46,0.597678915386,6662,3981.736934301532
17,6,0.589106140699,6662,3924.625109336738
17,36,0.584353709638,6662,3892.964413608356
17,37,0.58298292974,6662,3883.83227792788
17,28,0.592761070662,6519,3864.2094196455782
17,31,0.559392842523,6662,3726.675116888226
17,13,0.558192117816,6656,3715.326736183296
17,22,0.557604996519,6449,3595.9946225510307
17,52,0.548399556878,6540,3586.53310198212
17,38,0.535887244093,6637,3556.6836390452413
17,24,0.528525613938,6579,3477.170014098102
17,39,0.572398025662,6065,3471.5940256400304
17,34,0.511516942868,6662,3407.725873386616
17,5,0.698380258923,4782,3339.6543981697864
17,43,0.498050639657,6662,3318.0133613949342
17,8,0.495341346515,6662,3299.96405048293
17,4,0.566967358511,5818,3298.616091816998
17,18,0.653869908039,4807,3143.1526479434733
