SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
49,49,1.0,6352,6352.0
49,44,0.57338853514,6191,3549.84842105174
49,10,0.576898198257,6017,3471.1964589123686
49,6,0.523652971399,6352,3326.243674326448
49,46,0.518721561743,6352,3294.919360191536
49,43,0.518928139397,6348,3294.155828892156
49,37,0.531856530701,6193,3293.787494631293
49,24,0.518309471717,6269,3249.282078193873
49,36,0.509294367692,6352,3235.037823579584
49,39,0.529206752752,6054,3203.817681160608
49,8,0.51732773658,6192,3203.29334490336
49,22,0.520826313973,6129,3192.1444783405173
49,52,0.517588490195,6074,3143.83248944443
49,21,0.579005689062,5317,3078.573248742654
49,38,0.491823446936,6167,3033.075197254312
49,28,0.497415225659,6041,3004.8853782060187
49,13,0.472846762065,6352,3003.5226326368797
49,34,0.451733167063,6342,2864.891745513546
49,31,0.448769284987,6342,2846.0948053875536
49,51,0.532605180717,5103,2717.884237198851
49,9,0.415638848541,6352,2640.137965932432
