SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
63,63,1.0,7152,7152.0
63,37,0.468660934031,7152,3351.8630001897122
63,36,0.445530842891,7152,3186.436588356432
63,52,0.437621102951,7152,3129.8661283055517
63,10,0.438759569257,7132,3129.233247940924
63,6,0.435524089761,7152,3114.868289970672
63,9,0.430590767664,7152,3079.585170332928
63,24,0.430269442527,7138,3071.263280757726
63,22,0.431957729762,6936,2996.0588136292317
63,44,0.413534322052,7152,2957.5974713159044
63,43,0.412997071594,7152,2953.755056040288
63,34,0.408612510287,7152,2922.396673572624
63,39,0.408621778624,7148,2920.828473604352
63,46,0.40231224772,7152,2877.33719569344
63,28,0.404203182258,7014,2835.0811203576122
63,21,0.419542830475,6573,2757.655024712175
63,38,0.372898802619,7152,2666.972236331088
63,13,0.367435720074,7152,2627.900269969248
63,8,0.363973436806,7152,2603.138020036512
63,42,0.352460865681,7137,2515.513198365297
63,31,0.348320546009,7152,2491.1885450563677
