SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
27,27,1.0,2112,2112.0
27,9,0.999306834467,2112,2110.536034394304
27,14,0.979404141409,2112,2068.501546655808
27,30,0.94064359168,2112,1986.63926562816
27,50,0.642033387388,2001,1284.7088081633879
27,39,0.571006900249,2112,1205.966573325888
27,45,0.551716419454,2090,1153.08731665886
27,46,0.536881857328,2112,1133.894482676736
27,13,0.52108126636,2112,1100.52363455232
27,43,0.5181485757,2112,1094.3297918783999
27,5,0.508092393221,2112,1073.0911344827518
27,37,0.506630562983,2112,1070.003749020096
27,28,0.501951779748,2112,1060.122158827776
27,44,0.500375300129,2112,1056.792633872448
27,36,0.49480987496,2112,1045.03845591552
27,33,0.493143554759,2112,1041.519187651008
27,40,0.490205758804,2112,1035.314562594048
27,17,0.487053536036,2112,1028.657068108032
27,19,0.486681732511,2112,1027.871819063232
27,6,0.482926700655,2112,1019.94119178336
27,34,0.479513881203,2112,1012.7333171007359
