SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
25,25,1.0,7020,7020.0
25,9,0.52057393782,5832,3035.9872053662402
25,39,0.399162924152,6883,2747.438406938216
25,34,0.36317639419,7020,2549.4982872138
25,36,0.348950099849,7020,2449.62970093998
25,46,0.352905263043,6896,2433.634693944528
25,31,0.346042174869,7020,2429.2160675803802
25,22,0.350944221844,6807,2388.877318092108
25,6,0.324217989696,7020,2276.0102876659203
25,33,0.326219749076,6909,2253.852246366084
25,10,0.377470593844,5927,2237.268209713388
25,24,0.313424404083,7020,2200.23931666266
25,52,0.318644874002,6899,2198.330985739798
25,51,0.359440765406,6038,2170.303341521428
25,38,0.305024750841,6996,2133.953156883636
25,37,0.297372502982,7020,2087.55497093364
25,45,0.288198223316,6988,2013.929184532208
25,44,0.285207261309,7020,2002.1549743891799
25,8,0.279580328721,7020,1962.65390762142
25,42,0.278291094646,7004,1949.150826900584
25,43,0.277225352692,7020,1946.12197589784
