SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
28,28,1.0,17295,17295.0
28,10,0.633545843877,16965,10748.105241373305
28,18,0.646476431117,15453,9990.000290051
28,44,0.66153032484,14947,9887.89376538348
28,6,0.564309762182,17295,9759.737336937691
28,36,0.540302966029,17295,9344.539797471554
28,22,0.53304807507,17061,9094.333208769269
28,39,0.523639889036,16711,8750.546185680596
28,46,0.534581902665,16235,8678.937189766275
28,34,0.489153882266,17295,8459.91639379047
28,5,0.58331080538,14098,8223.51573424724
28,52,0.476969640637,17186,8197.200243987481
28,31,0.476459852212,17137,8165.092487357044
28,61,0.637690539853,12781,8150.322789861192
28,8,0.470904919407,17295,8144.300581144065
28,54,0.569086843845,14168,8062.822403595959
28,56,0.490667055126,16309,8002.289002049934
28,4,0.670898274511,10967,7357.741376562138
28,26,0.570450693189,12819,7312.607435989791
28,13,0.648651377473,11238,7289.544180041574
28,43,0.467571685343,15587,7288.039859441341
