SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
33,33,1.0,11658,11658.0
33,34,0.4740086459,11658,5525.9927939022
33,39,0.477274293226,11370,5426.60871397962
33,43,0.46192027776,11658,5385.06659812608
33,38,0.427583321721,11483,4909.939283322243
33,6,0.41231876285,11658,4806.8121373053
33,24,0.413326382344,11575,4784.2528756318
33,22,0.405749738773,11429,4637.313764436617
33,19,0.481635019455,9626,4636.21869727383
33,10,0.435152442126,10529,4581.720063144654
33,42,0.392709128357,11642,4571.919672332194
33,18,0.442555729594,9653,4271.990457770882
33,44,0.365446973569,11507,4205.198324858483
33,46,0.396523973556,10598,4202.361071746488
33,37,0.36418518395,11509,4191.4072820805495
33,52,0.367884247284,11386,4188.730039575624
33,36,0.354895600067,11658,4137.372905581086
33,8,0.357204240871,11508,4110.706403943468
33,16,0.501751623881,8077,4052.6478660868374
33,54,0.477328317377,8368,3994.283359810736
33,9,0.433094996152,8950,3876.2002155604
