SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
18,18,1.0,19125,19125.0
18,10,0.710883623979,18011,12803.724951485769
18,22,0.657734313833,18891,12425.258922619203
18,6,0.638678270713,19125,12214.721927386125
18,36,0.594970927459,19125,11378.818987653376
18,39,0.596542376854,18666,11135.060006356764
18,5,0.641566294903,17303,11101.021600706608
18,54,0.645822947486,17013,10987.385805579317
18,61,0.76286544211,13883,10590.86093281313
18,52,0.556221326933,19016,10577.104752957928
18,44,0.65764614807,15951,10490.11370786457
18,46,0.579522500532,18065,10469.07397211058
18,34,0.541689561207,19125,10359.812858083875
18,37,0.52638890861,19125,10067.18787716625
18,28,0.646476431117,15453,9990.000290051
18,19,0.506354334548,19098,9670.355081197706
18,56,0.509141623485,18139,9235.319908394415
18,43,0.527214468185,17417,9182.494392378145
18,31,0.476808968192,18967,9043.635699697665
18,8,0.472015360314,19125,9027.29376600525
18,69,0.701245548202,11646,8166.705654360492
