SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
65,65,1.0,8062,8062.0
65,51,0.458891847629,8062,3699.586075584998
65,64,0.414139816896,8062,3338.7952038155518
65,5,0.340803888185,8062,2747.56094654747
65,29,0.484538232855,5600,2713.4141039879996
65,42,0.374580953681,7179,2689.116666475899
65,39,0.327958568621,8062,2644.001980222502
65,52,0.32787397151,8062,2643.3199583136197
65,22,0.31312739634,8062,2524.43306929308
65,54,0.309747061555,8062,2497.18081025641
65,18,0.308901186648,8062,2490.361366756176
65,6,0.299663545853,8062,2415.8875066668857
65,37,0.291526846714,8062,2350.2894382082677
65,19,0.286898066516,8062,2312.972212251992
65,34,0.284591393913,8062,2294.375817726606
65,16,0.278606201849,8060,2245.56598690294
65,10,0.277346555494,8060,2235.41323728164
65,69,0.275055403968,8058,2216.396445174144
65,31,0.278313059143,7904,2199.7864194662716
65,23,0.271066550554,8062,2185.338530566348
65,66,0.294307018312,7071,2081.0449264841523
