SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
73,73,1.0,296,296.0
73,66,0.723471803791,296,214.147653922136
73,69,0.655795745556,296,194.115540684576
73,10,0.644866940604,296,190.88061441878398
73,46,0.631734896399,296,186.993529334104
73,18,0.627879806403,296,185.852422695288
73,19,0.601794610757,296,178.131204784072
73,37,0.580785515339,296,171.912512540344
73,22,0.55733463294,296,164.97105135023997
73,26,0.556491559274,296,164.721501545104
73,4,0.550795431033,296,163.035447585768
73,43,0.546033904803,296,161.626035821688
73,67,0.540459098857,296,159.975893261672
73,13,0.534422469927,296,158.189051098392
73,6,0.532679766057,296,157.673210752872
73,54,0.526404104026,296,155.815614791696
73,23,0.520922783246,296,154.19314384081602
73,64,0.520619986372,296,154.103515966112
73,52,0.519532477895,296,153.78161345692
73,44,0.51891612444,296,153.59917283424
73,5,0.518776869577,296,153.55795339479198
