SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
56,56,1.0,20154,20154.0
56,6,0.504509627367,20154,10167.887029954518
56,10,0.515728124993,19010,9803.99165611693
56,18,0.509141623485,18139,9235.319908394415
56,22,0.460859898452,19916,9178.485737570032
56,34,0.427105072877,20144,8603.604588034288
56,39,0.440375898471,19397,8541.971302641987
56,36,0.421274830771,20154,8490.372939358733
56,46,0.44253763916,19094,8449.81368212104
56,52,0.409220320564,19981,8176.631225189284
56,31,0.401686911351,19986,8028.1146102610855
56,28,0.490667055126,16309,8002.289002049934
56,44,0.474763480046,16819,7985.046970893674
56,54,0.44730841719,17839,7979.53485425241
56,19,0.4231404346,18112,7663.9195514752
56,8,0.375760904518,19994,7512.963524932891
56,61,0.510918434762,14640,7479.8458849156805
56,37,0.373673532129,19995,7471.602274919355
56,5,0.441442881873,16318,7203.464946403614
56,42,0.369469375417,19239,7108.221313647663
56,43,0.382434781927,18442,7052.8622482977335
