SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
57,57,1.0,1885,1885.0
57,28,0.623823675056,1885,1175.90762748056
57,17,0.621543325824,1885,1171.6091691782399
57,6,0.612532073648,1885,1154.62295882648
57,44,0.603252669884,1885,1137.13128273134
57,46,0.587683284594,1885,1107.78299145969
57,37,0.571159680991,1885,1076.635998668035
57,10,0.566011095491,1883,1065.798892809553
57,4,0.56392064316,1885,1062.9904123566
57,39,0.557744639032,1885,1051.34864457532
57,52,0.553185712004,1885,1042.75506712754
57,36,0.539199530962,1885,1016.39111586337
57,22,0.607443198812,1672,1015.645028413664
57,24,0.536865226739,1885,1011.990952403015
57,43,0.519118051521,1885,978.537527117085
57,49,0.515920368499,1885,972.509894620615
57,9,0.510671713572,1885,962.61618008322
57,31,0.48753405063,1885,919.00168543755
57,26,0.484749774643,1885,913.7533252020551
57,13,0.482067756089,1885,908.697720227765
57,38,0.463476207685,1885,873.652651486225
