SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
10,10,1.0,19996,19996.0
10,18,0.710883623979,18011,12803.724951485769
10,22,0.633492435547,19762,12519.077511279813
10,6,0.61999630494,19996,12397.446113580241
10,36,0.583260693747,19996,11662.88083216501
10,39,0.564711992078,19267,10880.305951366827
10,46,0.573691471291,18936,10863.421700366374
10,44,0.647493381963,16691,10807.312038344433
10,28,0.633545843877,16965,10748.105241373305
10,34,0.537013863579,19996,10738.129216125684
10,5,0.632360871691,16817,10634.412779227547
10,54,0.631168200141,16724,10555.656979158082
10,52,0.533204973811,19742,10526.53259297676
10,37,0.521481728411,19865,10359.234534884516
10,31,0.509448052666,19838,10106.430468788109
10,61,0.736568774635,13527,9963.565814487645
10,56,0.515728124993,19010,9803.99165611693
10,8,0.486710635299,19864,9668.020059579336
10,43,0.526878438233,18288,9635.552878405104
10,19,0.501987856309,17984,9027.749607861057
10,7,0.433785374768,19864,8616.712684391552
