SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
7,7,1.0,20980,20980.0
7,6,0.426239144598,20980,8942.49725366604
7,34,0.419052115302,20980,8791.71337903596
7,10,0.433785374768,19864,8616.712684391552
7,31,0.408674616105,20822,8509.42285653831
7,39,0.408833023276,20383,8333.243513434709
7,22,0.400184409771,20746,8302.225765109166
7,18,0.415905086959,19125,7954.184788090875
7,36,0.371289466868,20980,7789.65301489064
7,46,0.387452440704,19920,7718.05261882368
7,54,0.421081897365,17840,7512.1010489916
7,37,0.34599125012,20980,7258.8964275175995
7,19,0.371766687378,19098,7100.000195545044
7,28,0.396565820784,17295,6858.60587045928
7,8,0.322262311047,20980,6761.063285766059
7,61,0.455557335361,14641,6669.814947020402
7,44,0.374418283608,17805,6666.51753964044
7,16,0.376972636483,17547,6614.738852367201
7,56,0.329905052035,19994,6596.12161038779
7,5,0.374844263918,17303,6485.930298573155
7,52,0.304739416947,20858,6356.254758680527
