SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
40,40,1.0,2112,2112.0
40,39,0.575700912822,2112,1215.880327880064
40,6,0.563426217648,2112,1189.9561716725761
40,27,0.490205758804,2112,1035.314562594048
40,9,0.487823104713,2112,1030.282397153856
40,30,0.485914806367,2112,1026.252071047104
40,17,0.479943089158,2112,1013.639804301696
40,14,0.476704024519,2112,1006.798899784128
40,5,0.470299790423,2112,993.2731573733761
40,33,0.463496156092,2112,978.9038816663041
40,46,0.462470552387,2112,976.737806641344
40,10,0.460798861891,2112,973.207196313792
40,50,0.485637829787,2001,971.761297403787
40,45,0.456831989526,2090,954.77885810934
40,43,0.451694421616,2112,953.978618452992
40,37,0.449399279058,2112,949.1312773704959
40,21,0.44607915486,2111,941.67309590946
40,22,0.469329672164,1899,891.2570474394361
40,19,0.419972570451,2112,886.982068792512
40,18,0.419406753721,2112,885.787063858752
40,28,0.414741781758,2112,875.934643072896
