SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
30,30,1.0,2112,2112.0
30,27,0.94064359168,2112,1986.63926562816
30,9,0.940399233149,2112,1986.123180410688
30,14,0.921698655873,2112,1946.6275612037762
30,50,0.648454471192,2001,1297.5573968551919
30,39,0.595683153084,2112,1258.082819313408
30,13,0.564767316378,2112,1192.788572190336
30,46,0.548706958624,2112,1158.869096613888
30,43,0.548504523373,2112,1158.4415533637762
30,44,0.545126669335,2112,1151.30752563552
30,5,0.544270061569,2112,1149.4983700337282
30,28,0.540015604352,2112,1140.512956391424
30,10,0.527129074074,2112,1113.296604444288
30,45,0.532201256744,2090,1112.30062659496
30,17,0.523223826482,2112,1105.048721529984
30,37,0.521810029784,2112,1102.062782903808
30,36,0.515926644329,2112,1089.637072822848
30,6,0.514968030398,2112,1087.6124802005759
30,8,0.503226151951,2112,1062.813632920512
30,34,0.498081884257,2112,1051.948939550784
30,21,0.490425909651,2111,1035.289095273261
