SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
72,72,1.0,2928,2928.0
72,61,0.52444802565,2928,1535.5838191032
72,18,0.509470005846,2928,1491.728177117088
72,70,0.49678910019,2928,1454.59848535632
72,15,0.489738878159,2928,1433.955435249552
72,2,0.486222005611,2928,1423.658032429008
72,20,0.485796961273,2928,1422.4135026073438
72,9,0.486448060277,2914,1417.5096476471779
72,39,0.478168954957,2928,1400.0787001140961
72,54,0.473325781466,2928,1385.897888132448
72,24,0.471855118713,2928,1381.5917875916641
72,38,0.461282669983,2928,1350.635657710224
72,37,0.459759741814,2928,1346.1765240313919
72,46,0.458712298266,2928,1343.109609322848
72,34,0.458050648617,2928,1341.172299150576
72,22,0.449498812296,2928,1316.132522402688
72,36,0.437216478761,2928,1280.169849812208
72,6,0.436333170576,2928,1277.583523446528
72,10,0.49037801675,2582,1266.1560392484998
72,44,0.423551547529,2928,1240.158931164912
72,19,0.421468131872,2928,1234.058690121216
