SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
4,4,1.0,12900,12900.0
4,10,0.626603055084,12875,8067.5143342065
4,46,0.593320910796,12900,7653.839749268401
4,18,0.666808629687,11059,7374.236635708534
4,28,0.670898274511,10967,7357.741376562138
4,22,0.57258450444,12687,7264.379607830279
4,6,0.55512340854,12900,7161.091970166
4,36,0.548723361264,12900,7078.5313603056
4,44,0.673898583492,9737,6561.750507461605
4,5,0.580029363571,11032,6398.883938915272
4,8,0.491222929542,12900,6336.7757910918
4,56,0.492810959562,12651,6234.551449418862
4,39,0.502362327487,12315,6186.592063002406
4,13,0.632367176972,9720,6146.6089601678395
4,34,0.469637657117,12900,6058.3257768093
4,31,0.468982679628,12742,5975.777303819976
4,52,0.463819755656,12790,5932.25467484024
4,43,0.474804353252,12471,5921.285089405692
4,54,0.558698636532,10527,5881.420546772364
4,37,0.447422219416,12900,5771.7466304664
4,26,0.587468374428,8920,5240.217899897761
