SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
36,36,1.0,21140,21140.0
36,10,0.583260693747,19996,11662.88083216501
36,18,0.594970927459,19125,11378.818987653376
36,6,0.526175458474,21140,11123.34919214036
36,22,0.528720459886,20901,11050.786332077287
36,46,0.528345659579,20080,10609.180844346321
36,34,0.487889595784,21130,10309.10715891592
36,37,0.481178660456,20981,10095.609475027335
36,44,0.566410753519,17805,10084.943466405795
36,39,0.492075471893,20383,10029.974343595019
36,31,0.462152012696,20972,9692.252010260512
36,52,0.453171978331,20858,9452.261124027998
36,5,0.543534546316,17303,9404.778254905747
36,28,0.540302966029,17295,9344.539797471554
36,8,0.440572585655,20980,9243.212847041901
36,61,0.626662478456,14641,9174.965347074296
36,54,0.513629369377,17840,9163.14794968568
36,19,0.453977782361,19098,8670.067687530378
36,43,0.438576693388,19428,8520.667999142064
36,56,0.421274830771,20154,8490.372939358733
36,45,0.379745304527,20914,7941.993298877678
