SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
23,23,1.0,18224,18224.0
23,22,0.364638444744,17990,6559.845620944559
23,6,0.34949624227,18224,6369.21951912848
23,39,0.352798070289,17765,6267.457718684085
23,18,0.335031128841,18224,6105.607291998384
23,42,0.340772783049,17335,5907.2961941544145
23,10,0.338736161017,17415,5899.090244111055
23,37,0.323435201166,18224,5894.2831060491835
23,34,0.315634949162,18224,5752.131313528288
23,19,0.314206399851,18224,5726.097430884624
23,31,0.316874640787,18066,5724.657260457942
23,54,0.351026024969,16112,5655.731314300528
23,36,0.310051020379,18224,5650.369795386896
23,16,0.351301355011,15671,5505.243534377381
23,46,0.318693731096,17164,5470.059200531744
23,64,0.325914601992,16165,5268.40954120068
23,52,0.282868076263,18115,5124.155201504244
23,44,0.338871239303,15050,5100.01215151015
23,56,0.291228439949,17238,5020.195847840862
23,5,0.291421306262,16760,4884.22109295112
23,61,0.374998778774,12982,4868.234146044068
