firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
4,1,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,4,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,5,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,6,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,7,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,8,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,9,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,10,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,11,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,12,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,13,09-12-16-Monday,1,09-12-16-Monday,1,1.0
4,1,09-13-16-Tuesday,2,09-13-16-Tuesday,2,1.0
4,1,09-13-16-Tuesday,2,09-14-16-Wednesday,3,1.0
4,1,09-13-16-Tuesday,2,09-15-16-Thursday,4,1.0
4,1,09-13-16-Tuesday,2,09-16-16-Friday,5,1.0
4,1,09-13-16-Tuesday,2,09-17-16-Saturday,6,1.0
4,1,09-13-16-Tuesday,2,09-18-16-Sunday,7,1.0
4,1,09-13-16-Tuesday,2,09-19-16-Monday,8,1.0
4,1,09-13-16-Tuesday,2,09-20-16-Tuesday,9,1.0
4,1,09-13-16-Tuesday,2,09-21-16-Wednesday,10,1.0
4,1,09-13-16-Tuesday,2,09-22-16-Thursday,11,1.0
4,1,09-13-16-Tuesday,2,09-24-16-Saturday,13,1.0
4,1,09-14-16-Wednesday,3,09-13-16-Tuesday,2,1.0
4,1,09-14-16-Wednesday,3,09-14-16-Wednesday,3,1.0
4,1,09-14-16-Wednesday,3,09-15-16-Thursday,4,1.0
4,1,09-14-16-Wednesday,3,09-16-16-Friday,5,1.0
4,1,09-14-16-Wednesday,3,09-17-16-Saturday,6,1.0
4,1,09-14-16-Wednesday,3,09-18-16-Sunday,7,1.0
4,1,09-14-16-Wednesday,3,09-19-16-Monday,8,1.0
4,1,09-14-16-Wednesday,3,09-20-16-Tuesday,9,1.0
4,1,09-14-16-Wednesday,3,09-21-16-Wednesday,10,1.0
4,1,09-14-16-Wednesday,3,09-22-16-Thursday,11,1.0
4,1,09-14-16-Wednesday,3,09-24-16-Saturday,13,1.0
4,1,09-15-16-Thursday,4,09-13-16-Tuesday,2,1.0
4,1,09-15-16-Thursday,4,09-14-16-Wednesday,3,1.0
4,1,09-15-16-Thursday,4,09-15-16-Thursday,4,1.0
4,1,09-15-16-Thursday,4,09-16-16-Friday,5,1.0
4,1,09-15-16-Thursday,4,09-17-16-Saturday,6,1.0
4,1,09-15-16-Thursday,4,09-18-16-Sunday,7,1.0
4,1,09-15-16-Thursday,4,09-19-16-Monday,8,1.0
4,1,09-15-16-Thursday,4,09-20-16-Tuesday,9,1.0
4,1,09-15-16-Thursday,4,09-21-16-Wednesday,10,1.0
4,1,09-15-16-Thursday,4,09-22-16-Thursday,11,1.0
4,1,09-15-16-Thursday,4,09-24-16-Saturday,13,1.0
4,1,09-16-16-Friday,5,09-13-16-Tuesday,2,1.0
4,1,09-16-16-Friday,5,09-14-16-Wednesday,3,1.0
4,1,09-16-16-Friday,5,09-15-16-Thursday,4,1.0
4,1,09-16-16-Friday,5,09-16-16-Friday,5,1.0
4,1,09-16-16-Friday,5,09-17-16-Saturday,6,1.0
4,1,09-16-16-Friday,5,09-18-16-Sunday,7,1.0
4,1,09-16-16-Friday,5,09-19-16-Monday,8,1.0
4,1,09-16-16-Friday,5,09-20-16-Tuesday,9,1.0
4,1,09-16-16-Friday,5,09-21-16-Wednesday,10,1.0
4,1,09-16-16-Friday,5,09-22-16-Thursday,11,1.0
4,1,09-16-16-Friday,5,09-24-16-Saturday,13,1.0
4,1,09-17-16-Saturday,6,09-13-16-Tuesday,2,1.0
4,1,09-17-16-Saturday,6,09-14-16-Wednesday,3,1.0
4,1,09-17-16-Saturday,6,09-15-16-Thursday,4,1.0
4,1,09-17-16-Saturday,6,09-16-16-Friday,5,1.0
4,1,09-17-16-Saturday,6,09-17-16-Saturday,6,1.0
4,1,09-17-16-Saturday,6,09-18-16-Sunday,7,1.0
4,1,09-17-16-Saturday,6,09-19-16-Monday,8,1.0
4,1,09-17-16-Saturday,6,09-20-16-Tuesday,9,1.0
4,1,09-17-16-Saturday,6,09-21-16-Wednesday,10,1.0
4,1,09-17-16-Saturday,6,09-22-16-Thursday,11,1.0
4,1,09-17-16-Saturday,6,09-24-16-Saturday,13,1.0
4,1,09-18-16-Sunday,7,09-13-16-Tuesday,2,1.0
4,1,09-18-16-Sunday,7,09-14-16-Wednesday,3,1.0
4,1,09-18-16-Sunday,7,09-15-16-Thursday,4,1.0
4,1,09-18-16-Sunday,7,09-16-16-Friday,5,1.0
4,1,09-18-16-Sunday,7,09-17-16-Saturday,6,1.0
4,1,09-18-16-Sunday,7,09-18-16-Sunday,7,1.0
4,1,09-18-16-Sunday,7,09-19-16-Monday,8,1.0
4,1,09-18-16-Sunday,7,09-20-16-Tuesday,9,1.0
4,1,09-18-16-Sunday,7,09-21-16-Wednesday,10,1.0
4,1,09-18-16-Sunday,7,09-22-16-Thursday,11,1.0
4,1,09-18-16-Sunday,7,09-24-16-Saturday,13,1.0
4,4,09-19-16-Monday,8,09-19-16-Monday,8,1.0
4,27,09-19-16-Monday,8,09-19-16-Monday,8,0.999541032832
4,15,09-19-16-Monday,8,09-19-16-Monday,8,0.999534618374
4,20,09-19-16-Monday,8,09-19-16-Monday,8,0.999531521442
4,26,09-19-16-Monday,8,09-19-16-Monday,8,0.999527179084
4,14,09-19-16-Monday,8,09-19-16-Monday,8,0.999477839191
4,43,09-19-16-Monday,8,09-19-16-Monday,8,0.999331246296
4,9,09-19-16-Monday,8,09-19-16-Monday,8,0.99930789438
4,11,09-19-16-Monday,8,09-19-16-Monday,8,0.999259930192
4,30,09-19-16-Monday,8,09-19-16-Monday,8,0.999232092016
4,36,09-19-16-Monday,8,09-19-16-Monday,8,0.999187485216
4,4,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
4,44,09-20-16-Tuesday,9,11-16-16-Wednesday,66,0.899312607292
4,28,09-20-16-Tuesday,9,11-09-16-Wednesday,59,0.893862632397
4,44,09-20-16-Tuesday,9,10-11-16-Tuesday,30,0.891994284946
4,28,09-20-16-Tuesday,9,11-02-16-Wednesday,52,0.89102607415
4,44,09-20-16-Tuesday,9,10-14-16-Friday,33,0.89091928371
4,44,09-20-16-Tuesday,9,11-15-16-Tuesday,65,0.886307979352
4,44,09-20-16-Tuesday,9,09-29-16-Thursday,18,0.885248032378
4,4,09-20-16-Tuesday,9,01-06-17-Friday,117,0.883782979565
4,5,09-20-16-Tuesday,9,12-02-16-Friday,82,0.882655729682
4,5,09-20-16-Tuesday,9,11-15-16-Tuesday,65,0.882648153446
4,4,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
4,4,09-21-16-Wednesday,10,11-10-16-Thursday,60,0.838024849123
4,51,09-21-16-Wednesday,10,10-14-16-Friday,33,0.777010257863
