firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
16,1,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,4,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,5,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,6,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,7,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,8,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,9,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,10,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,11,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,12,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,13,09-12-16-Monday,1,09-12-16-Monday,1,1.0
16,1,09-13-16-Tuesday,2,09-13-16-Tuesday,2,1.0
16,1,09-13-16-Tuesday,2,09-14-16-Wednesday,3,1.0
16,1,09-13-16-Tuesday,2,09-15-16-Thursday,4,1.0
16,1,09-13-16-Tuesday,2,09-16-16-Friday,5,1.0
16,1,09-13-16-Tuesday,2,09-17-16-Saturday,6,1.0
16,1,09-13-16-Tuesday,2,09-18-16-Sunday,7,1.0
16,1,09-13-16-Tuesday,2,09-19-16-Monday,8,1.0
16,1,09-13-16-Tuesday,2,09-20-16-Tuesday,9,1.0
16,1,09-13-16-Tuesday,2,09-21-16-Wednesday,10,1.0
16,1,09-13-16-Tuesday,2,09-22-16-Thursday,11,1.0
16,1,09-13-16-Tuesday,2,09-24-16-Saturday,13,1.0
16,1,09-14-16-Wednesday,3,09-13-16-Tuesday,2,1.0
16,1,09-14-16-Wednesday,3,09-14-16-Wednesday,3,1.0
16,1,09-14-16-Wednesday,3,09-15-16-Thursday,4,1.0
16,1,09-14-16-Wednesday,3,09-16-16-Friday,5,1.0
16,1,09-14-16-Wednesday,3,09-17-16-Saturday,6,1.0
16,1,09-14-16-Wednesday,3,09-18-16-Sunday,7,1.0
16,1,09-14-16-Wednesday,3,09-19-16-Monday,8,1.0
16,1,09-14-16-Wednesday,3,09-20-16-Tuesday,9,1.0
16,1,09-14-16-Wednesday,3,09-21-16-Wednesday,10,1.0
16,1,09-14-16-Wednesday,3,09-22-16-Thursday,11,1.0
16,1,09-14-16-Wednesday,3,09-24-16-Saturday,13,1.0
16,1,09-15-16-Thursday,4,09-13-16-Tuesday,2,1.0
16,1,09-15-16-Thursday,4,09-14-16-Wednesday,3,1.0
16,1,09-15-16-Thursday,4,09-15-16-Thursday,4,1.0
16,1,09-15-16-Thursday,4,09-16-16-Friday,5,1.0
16,1,09-15-16-Thursday,4,09-17-16-Saturday,6,1.0
16,1,09-15-16-Thursday,4,09-18-16-Sunday,7,1.0
16,1,09-15-16-Thursday,4,09-19-16-Monday,8,1.0
16,1,09-15-16-Thursday,4,09-20-16-Tuesday,9,1.0
16,1,09-15-16-Thursday,4,09-21-16-Wednesday,10,1.0
16,1,09-15-16-Thursday,4,09-22-16-Thursday,11,1.0
16,1,09-15-16-Thursday,4,09-24-16-Saturday,13,1.0
16,1,09-16-16-Friday,5,09-13-16-Tuesday,2,1.0
16,1,09-16-16-Friday,5,09-14-16-Wednesday,3,1.0
16,1,09-16-16-Friday,5,09-15-16-Thursday,4,1.0
16,1,09-16-16-Friday,5,09-16-16-Friday,5,1.0
16,1,09-16-16-Friday,5,09-17-16-Saturday,6,1.0
16,1,09-16-16-Friday,5,09-18-16-Sunday,7,1.0
16,1,09-16-16-Friday,5,09-19-16-Monday,8,1.0
16,1,09-16-16-Friday,5,09-20-16-Tuesday,9,1.0
16,1,09-16-16-Friday,5,09-21-16-Wednesday,10,1.0
16,1,09-16-16-Friday,5,09-22-16-Thursday,11,1.0
16,1,09-16-16-Friday,5,09-24-16-Saturday,13,1.0
16,1,09-17-16-Saturday,6,09-13-16-Tuesday,2,1.0
16,1,09-17-16-Saturday,6,09-14-16-Wednesday,3,1.0
16,1,09-17-16-Saturday,6,09-15-16-Thursday,4,1.0
16,1,09-17-16-Saturday,6,09-16-16-Friday,5,1.0
16,1,09-17-16-Saturday,6,09-17-16-Saturday,6,1.0
16,1,09-17-16-Saturday,6,09-18-16-Sunday,7,1.0
16,1,09-17-16-Saturday,6,09-19-16-Monday,8,1.0
16,1,09-17-16-Saturday,6,09-20-16-Tuesday,9,1.0
16,1,09-17-16-Saturday,6,09-21-16-Wednesday,10,1.0
16,1,09-17-16-Saturday,6,09-22-16-Thursday,11,1.0
16,1,09-17-16-Saturday,6,09-24-16-Saturday,13,1.0
16,1,09-18-16-Sunday,7,09-13-16-Tuesday,2,1.0
16,1,09-18-16-Sunday,7,09-14-16-Wednesday,3,1.0
16,1,09-18-16-Sunday,7,09-15-16-Thursday,4,1.0
16,1,09-18-16-Sunday,7,09-16-16-Friday,5,1.0
16,1,09-18-16-Sunday,7,09-17-16-Saturday,6,1.0
16,1,09-18-16-Sunday,7,09-18-16-Sunday,7,1.0
16,1,09-18-16-Sunday,7,09-19-16-Monday,8,1.0
16,1,09-18-16-Sunday,7,09-20-16-Tuesday,9,1.0
16,1,09-18-16-Sunday,7,09-21-16-Wednesday,10,1.0
16,1,09-18-16-Sunday,7,09-22-16-Thursday,11,1.0
16,1,09-18-16-Sunday,7,09-24-16-Saturday,13,1.0
16,16,09-19-16-Monday,8,09-19-16-Monday,8,1.0
16,58,09-19-16-Monday,8,10-03-16-Monday,22,0.852173511502
16,33,09-19-16-Monday,8,12-07-16-Wednesday,87,0.82082813453
16,42,09-19-16-Monday,8,12-17-16-Saturday,97,0.791800724485
16,16,09-19-16-Monday,8,02-05-17-Sunday,147,0.749111191443
16,18,09-19-16-Monday,8,09-19-16-Monday,8,0.742906307783
16,19,09-19-16-Monday,8,09-19-16-Monday,8,0.739337220614
16,33,09-19-16-Monday,8,09-19-16-Monday,8,0.728509807409
16,33,09-19-16-Monday,8,11-24-16-Thursday,74,0.723133146512
16,16,09-19-16-Monday,8,10-11-16-Tuesday,30,0.714940823165
16,43,09-19-16-Monday,8,09-19-16-Monday,8,0.711903170857
16,16,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
16,33,09-20-16-Tuesday,9,11-07-16-Monday,57,0.868008278973
16,19,09-20-16-Tuesday,9,01-26-17-Thursday,137,0.86539155898
16,24,09-20-16-Tuesday,9,11-21-16-Monday,71,0.858525847109
16,34,09-20-16-Tuesday,9,12-05-16-Monday,85,0.854885412472
16,19,09-20-16-Tuesday,9,02-06-17-Monday,148,0.851513742685
16,51,09-20-16-Tuesday,9,12-13-16-Tuesday,93,0.840360605712
16,16,09-20-16-Tuesday,9,01-10-17-Tuesday,121,0.834914659674
16,33,09-20-16-Tuesday,9,10-12-16-Wednesday,31,0.827398559135
16,31,09-20-16-Tuesday,9,10-18-16-Tuesday,37,0.825304841704
16,19,09-20-16-Tuesday,9,01-03-17-Tuesday,114,0.824785738377
16,16,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
16,16,09-21-16-Wednesday,10,10-30-16-Sunday,49,0.746695889802
16,16,09-21-16-Wednesday,10,10-18-16-Tuesday,37,0.736510803863
16,16,09-21-16-Wednesday,10,10-13-16-Thursday,32,0.733388002058
16,54,09-21-16-Wednesday,10,02-08-17-Wednesday,150,0.713264475155
16,22,09-21-16-Wednesday,10,10-05-16-Wednesday,24,0.711546144256
16,70,09-21-16-Wednesday,10,12-07-16-Wednesday,87,0.709287032752
