firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
46,1,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,4,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,5,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,6,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,7,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,8,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,9,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,10,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,11,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,12,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,13,09-12-16-Monday,1,09-12-16-Monday,1,1.0
46,1,09-13-16-Tuesday,2,09-13-16-Tuesday,2,1.0
46,1,09-13-16-Tuesday,2,09-14-16-Wednesday,3,1.0
46,1,09-13-16-Tuesday,2,09-15-16-Thursday,4,1.0
46,1,09-13-16-Tuesday,2,09-16-16-Friday,5,1.0
46,1,09-13-16-Tuesday,2,09-17-16-Saturday,6,1.0
46,1,09-13-16-Tuesday,2,09-18-16-Sunday,7,1.0
46,1,09-13-16-Tuesday,2,09-19-16-Monday,8,1.0
46,1,09-13-16-Tuesday,2,09-20-16-Tuesday,9,1.0
46,1,09-13-16-Tuesday,2,09-21-16-Wednesday,10,1.0
46,1,09-13-16-Tuesday,2,09-22-16-Thursday,11,1.0
46,1,09-13-16-Tuesday,2,09-24-16-Saturday,13,1.0
46,1,09-14-16-Wednesday,3,09-13-16-Tuesday,2,1.0
46,1,09-14-16-Wednesday,3,09-14-16-Wednesday,3,1.0
46,1,09-14-16-Wednesday,3,09-15-16-Thursday,4,1.0
46,1,09-14-16-Wednesday,3,09-16-16-Friday,5,1.0
46,1,09-14-16-Wednesday,3,09-17-16-Saturday,6,1.0
46,1,09-14-16-Wednesday,3,09-18-16-Sunday,7,1.0
46,1,09-14-16-Wednesday,3,09-19-16-Monday,8,1.0
46,1,09-14-16-Wednesday,3,09-20-16-Tuesday,9,1.0
46,1,09-14-16-Wednesday,3,09-21-16-Wednesday,10,1.0
46,1,09-14-16-Wednesday,3,09-22-16-Thursday,11,1.0
46,1,09-14-16-Wednesday,3,09-24-16-Saturday,13,1.0
46,1,09-15-16-Thursday,4,09-13-16-Tuesday,2,1.0
46,1,09-15-16-Thursday,4,09-14-16-Wednesday,3,1.0
46,1,09-15-16-Thursday,4,09-15-16-Thursday,4,1.0
46,1,09-15-16-Thursday,4,09-16-16-Friday,5,1.0
46,1,09-15-16-Thursday,4,09-17-16-Saturday,6,1.0
46,1,09-15-16-Thursday,4,09-18-16-Sunday,7,1.0
46,1,09-15-16-Thursday,4,09-19-16-Monday,8,1.0
46,1,09-15-16-Thursday,4,09-20-16-Tuesday,9,1.0
46,1,09-15-16-Thursday,4,09-21-16-Wednesday,10,1.0
46,1,09-15-16-Thursday,4,09-22-16-Thursday,11,1.0
46,1,09-15-16-Thursday,4,09-24-16-Saturday,13,1.0
46,1,09-16-16-Friday,5,09-13-16-Tuesday,2,1.0
46,1,09-16-16-Friday,5,09-14-16-Wednesday,3,1.0
46,1,09-16-16-Friday,5,09-15-16-Thursday,4,1.0
46,1,09-16-16-Friday,5,09-16-16-Friday,5,1.0
46,1,09-16-16-Friday,5,09-17-16-Saturday,6,1.0
46,1,09-16-16-Friday,5,09-18-16-Sunday,7,1.0
46,1,09-16-16-Friday,5,09-19-16-Monday,8,1.0
46,1,09-16-16-Friday,5,09-20-16-Tuesday,9,1.0
46,1,09-16-16-Friday,5,09-21-16-Wednesday,10,1.0
46,1,09-16-16-Friday,5,09-22-16-Thursday,11,1.0
46,1,09-16-16-Friday,5,09-24-16-Saturday,13,1.0
46,1,09-17-16-Saturday,6,09-13-16-Tuesday,2,1.0
46,1,09-17-16-Saturday,6,09-14-16-Wednesday,3,1.0
46,1,09-17-16-Saturday,6,09-15-16-Thursday,4,1.0
46,1,09-17-16-Saturday,6,09-16-16-Friday,5,1.0
46,1,09-17-16-Saturday,6,09-17-16-Saturday,6,1.0
46,1,09-17-16-Saturday,6,09-18-16-Sunday,7,1.0
46,1,09-17-16-Saturday,6,09-19-16-Monday,8,1.0
46,1,09-17-16-Saturday,6,09-20-16-Tuesday,9,1.0
46,1,09-17-16-Saturday,6,09-21-16-Wednesday,10,1.0
46,1,09-17-16-Saturday,6,09-22-16-Thursday,11,1.0
46,1,09-17-16-Saturday,6,09-24-16-Saturday,13,1.0
46,1,09-18-16-Sunday,7,09-13-16-Tuesday,2,1.0
46,1,09-18-16-Sunday,7,09-14-16-Wednesday,3,1.0
46,1,09-18-16-Sunday,7,09-15-16-Thursday,4,1.0
46,1,09-18-16-Sunday,7,09-16-16-Friday,5,1.0
46,1,09-18-16-Sunday,7,09-17-16-Saturday,6,1.0
46,1,09-18-16-Sunday,7,09-18-16-Sunday,7,1.0
46,1,09-18-16-Sunday,7,09-19-16-Monday,8,1.0
46,1,09-18-16-Sunday,7,09-20-16-Tuesday,9,1.0
46,1,09-18-16-Sunday,7,09-21-16-Wednesday,10,1.0
46,1,09-18-16-Sunday,7,09-22-16-Thursday,11,1.0
46,1,09-18-16-Sunday,7,09-24-16-Saturday,13,1.0
46,46,09-19-16-Monday,8,09-19-16-Monday,8,1.0
46,40,09-19-16-Monday,8,09-19-16-Monday,8,0.918196952452
46,39,09-19-16-Monday,8,09-19-16-Monday,8,0.864277509589
46,7,09-19-16-Monday,8,09-27-16-Tuesday,16,0.794317711437
46,42,09-19-16-Monday,8,10-11-16-Tuesday,30,0.785003607527
46,35,09-19-16-Monday,8,09-28-16-Wednesday,17,0.76736259434
46,38,09-19-16-Monday,8,11-26-16-Saturday,76,0.762908992679
46,54,09-19-16-Monday,8,01-01-17-Sunday,112,0.737353496105
46,16,09-19-16-Monday,8,10-23-16-Sunday,42,0.732794055675
46,2,09-19-16-Monday,8,11-22-16-Tuesday,72,0.725060575047
46,23,09-19-16-Monday,8,09-30-16-Friday,19,0.723022282067
46,46,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
46,61,09-20-16-Tuesday,9,01-16-17-Monday,127,0.911515511619
46,61,09-20-16-Tuesday,9,11-25-16-Friday,75,0.909891335371
46,61,09-20-16-Tuesday,9,10-28-16-Friday,47,0.897204118178
46,61,09-20-16-Tuesday,9,10-31-16-Monday,50,0.894203452823
46,61,09-20-16-Tuesday,9,10-13-16-Thursday,32,0.894150597424
46,61,09-20-16-Tuesday,9,11-11-16-Friday,61,0.89380673524
46,49,09-20-16-Tuesday,9,09-26-16-Monday,15,0.893190404514
46,51,09-20-16-Tuesday,9,12-06-16-Tuesday,86,0.892106601926
46,5,09-20-16-Tuesday,9,09-27-16-Tuesday,16,0.887756424235
46,61,09-20-16-Tuesday,9,10-14-16-Friday,33,0.885260847332
46,46,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
46,5,09-21-16-Wednesday,10,11-14-16-Monday,64,0.876790771643
46,66,09-21-16-Wednesday,10,12-19-16-Monday,99,0.875764779845
46,4,09-21-16-Wednesday,10,01-05-17-Thursday,116,0.87361886225
46,46,09-21-16-Wednesday,10,10-17-16-Monday,36,0.863627325222
46,5,09-21-16-Wednesday,10,11-22-16-Tuesday,72,0.862806927586
46,4,09-21-16-Wednesday,10,01-30-17-Monday,141,0.862695543913
46,5,09-21-16-Wednesday,10,11-18-16-Friday,68,0.860847936304
46,44,09-21-16-Wednesday,10,11-17-16-Thursday,67,0.860364373943
46,61,09-21-16-Wednesday,10,01-16-17-Monday,127,0.859489651539
46,70,09-21-16-Wednesday,10,11-18-16-Friday,68,0.858486808306
46,46,09-22-16-Thursday,11,09-22-16-Thursday,11,1.0
46,18,09-22-16-Thursday,11,11-11-16-Friday,61,0.859624991944
46,18,09-22-16-Thursday,11,12-19-16-Monday,99,0.85617033686
46,66,09-22-16-Thursday,11,02-09-17-Thursday,151,0.849004820907
46,66,09-22-16-Thursday,11,01-12-17-Thursday,123,0.837650524732
46,22,09-22-16-Thursday,11,11-07-16-Monday,57,0.837533550006
46,66,09-22-16-Thursday,11,01-26-17-Thursday,137,0.832025759917
46,18,09-22-16-Thursday,11,02-08-17-Wednesday,150,0.829573950883
46,56,09-22-16-Thursday,11,11-14-16-Monday,64,0.821128203218
46,18,09-22-16-Thursday,11,11-30-16-Wednesday,80,0.816597567584
46,18,09-22-16-Thursday,11,12-22-16-Thursday,102,0.816173960957
46,46,09-23-16-Friday,12,09-23-16-Friday,12,1.0
46,70,09-23-16-Friday,12,10-26-16-Wednesday,45,0.866178816166
46,66,09-23-16-Friday,12,01-10-17-Tuesday,121,0.865755392487
46,66,09-23-16-Friday,12,02-06-17-Monday,148,0.860351171302
46,70,09-23-16-Friday,12,11-23-16-Wednesday,73,0.857252831427
46,49,09-23-16-Friday,12,09-26-16-Monday,15,0.8466876578
46,61,09-23-16-Friday,12,12-15-16-Thursday,95,0.846470162533
46,61,09-23-16-Friday,12,11-01-16-Tuesday,51,0.845486473955
46,10,09-23-16-Friday,12,11-01-16-Tuesday,51,0.845321927824
46,66,09-23-16-Friday,12,02-09-17-Thursday,151,0.844952607179
46,24,09-23-16-Friday,12,11-21-16-Monday,71,0.841185462509
46,46,09-24-16-Saturday,13,09-24-16-Saturday,13,1.0
46,7,09-24-16-Saturday,13,10-14-16-Friday,33,0.89954218594
46,54,09-24-16-Saturday,13,11-16-16-Wednesday,66,0.896484774456
46,54,09-24-16-Saturday,13,11-03-16-Thursday,53,0.883707548946
46,61,09-24-16-Saturday,13,01-16-17-Monday,127,0.882055681234
46,44,09-24-16-Saturday,13,11-14-16-Monday,64,0.879736009576
46,61,09-24-16-Saturday,13,10-31-16-Monday,50,0.879148350844
46,36,09-24-16-Saturday,13,01-18-17-Wednesday,129,0.874761442509
46,66,09-24-16-Saturday,13,12-12-16-Monday,92,0.874619309451
46,54,09-24-16-Saturday,13,01-24-17-Tuesday,135,0.872588359003
46,6,09-24-16-Saturday,13,02-09-17-Thursday,151,0.872435238556
46,46,09-25-16-Sunday,14,09-25-16-Sunday,14,1.0
46,34,09-25-16-Sunday,14,12-24-16-Saturday,104,0.999631848991
46,65,09-25-16-Sunday,14,01-18-17-Wednesday,129,0.9996304191
46,52,09-25-16-Sunday,14,12-17-16-Saturday,97,0.999630139086
46,12,09-25-16-Sunday,14,09-29-16-Thursday,18,0.999627024985
46,68,09-25-16-Sunday,14,12-04-16-Sunday,84,0.999625582151
46,44,09-25-16-Sunday,14,12-25-16-Sunday,105,0.999623708574
46,52,09-25-16-Sunday,14,02-05-17-Sunday,147,0.999622002133
46,58,09-25-16-Sunday,14,10-09-16-Sunday,28,0.999621404306
46,9,09-25-16-Sunday,14,11-15-16-Tuesday,65,0.999620428473
46,13,09-25-16-Sunday,14,10-02-16-Sunday,21,0.999620176712
46,46,09-26-16-Monday,15,09-26-16-Monday,15,1.0
46,46,09-26-16-Monday,15,11-14-16-Monday,64,0.862868301457
46,44,09-26-16-Monday,15,11-01-16-Tuesday,51,0.850133299547
46,44,09-26-16-Monday,15,11-21-16-Monday,71,0.83675999804
46,5,09-26-16-Monday,15,09-20-16-Tuesday,9,0.82312104687
46,46,09-26-16-Monday,15,11-07-16-Monday,57,0.81842656615
46,46,09-26-16-Monday,15,11-28-16-Monday,78,0.814821127965
46,46,09-26-16-Monday,15,10-03-16-Monday,22,0.81334665686
46,66,09-26-16-Monday,15,12-14-16-Wednesday,94,0.811721732526
46,8,09-26-16-Monday,15,12-15-16-Thursday,95,0.810985979813
46,66,09-26-16-Monday,15,01-11-17-Wednesday,122,0.800731289078
46,46,09-27-16-Tuesday,16,09-27-16-Tuesday,16,1.0
