device,timestamp,motion
24,1474314900876,40.73461515736599
24,1474315501668,92.94549647968111
24,1474316102492,74.25822858930813
24,1474316703294,4.768736719552787
24,1474317304085,4.802135525458448
24,1474317904887,4.699843108869139
24,1474318505685,10.745151828555032
24,1474319106484,4.521382757520028
24,1474319706991,4.683503514939773
24,1474320307333,4.531513550966832
24,1474320908916,4.748155110944001
24,1474321509223,4.812976325268624
24,1474322110021,4.653689082762247
24,1474322710819,4.530751481407321
24,1474323311624,4.68305949420016
24,1474323912434,4.665382496102544
24,1474324513232,8.042697740848428
24,1474325114052,4.660446448199713
24,1474325714858,4.739310348301912
24,1474326315666,4.79593619895398
24,1474326916468,61.63587871278563
24,1474327517276,58.555135931125584
24,1474328117810,20.42748761800284
24,1474328718888,4.687421415571009
24,1474329319693,4.722208612423605
24,1474329920494,4.668733480442791
24,1474330521310,4.59153780725483
24,1474331121834,4.687967098939307
24,1474331722923,4.662692531361938
24,1474332323744,4.649607976115698
24,1474332924644,4.809179521661221
24,1474333525335,4.782172450086186
24,1474334125854,4.583061689917193
24,1474334726952,4.740481941583258
24,1474335327265,4.735161791520326
24,1474335928074,4.555418187775974
24,1474336528874,4.768043910323075
24,1474337129675,4.757850681836034
24,1474337730490,4.584229496940198
24,1474338331288,4.870817854935536
24,1474338932074,4.773474734111526
24,1474339532885,10.902126221596756
24,1474340133694,14.307121813774932
24,1474340734499,4.704560025921149
24,1474341335296,4.6480801814124835
24,1474341936104,4.664433582924367
24,1474342536894,4.761291153270285
24,1474343137556,4.665359768069908
24,1474343738012,4.809446785727515
24,1474344338808,4.6761540308914675
24,1474344939619,4.656294937727717
24,1474345540432,4.657623799940319
24,1474346141212,4.978861709500272
24,1474346742515,4.720665586226525
24,1474347342813,4.762508103851015
24,1474347943617,4.530710113137369
24,1474348544560,4.559584376596198
24,1474349144994,4.698967581915225
24,1474349745798,4.622598397303229
24,1474350346811,4.609540844426734
24,1474350947620,4.742961135143661
24,1474351547925,4.688632444137187
24,1474352148726,4.746755512047264
24,1474352749021,4.781824104021132
24,1474353349814,4.6474308154788035
24,1474353950640,4.735948582451854
24,1474354551940,4.773272002790996
24,1474355152737,4.680637299662698
24,1474355753537,4.7129036176314685
24,1474356353856,4.737940126333387
24,1474356954675,4.645989788280536
24,1474357555966,4.7552445440634585
24,1474358155966,4.67072302155132
24,1474358756767,4.673298610847653
24,1474359357894,4.613132489055623
24,1474359958715,4.702742197066522
24,1474360559990,4.663296386172744
24,1474361160797,4.522980454759342
24,1474361761613,4.59868328365001
24,1474362362428,4.484653934179259
24,1474362963231,4.650496166603665
24,1474363564030,4.662059660242425
24,1474364164832,4.60873953590248
24,1474364765512,4.621092905417325
24,1474365365918,4.634054589014221
24,1474365966731,4.666446627348363
24,1474366566846,4.520648526570713
24,1474367167732,4.733644517148294
24,1474367767925,4.802986046322991
24,1474368368977,4.569800540557901
24,1474368969735,4.451675060463765
24,1474369570545,4.544951679660499
24,1474370171356,4.5545592325113144
24,1474370771954,4.536649927797827
24,1474371372954,4.5638753711743485
24,1474371973695,4.619535889089326
24,1474372574493,4.520637059904557
24,1474373174997,4.881501792981828
24,1474373775766,4.773187566732214
24,1474374376915,4.777156550437087
24,1474374977710,4.774476788712599
24,1474375577888,4.493710794076891
24,1474376178664,4.665317676092079
24,1474376778737,4.611012802264245
24,1474377379169,6.416652883512604
24,1474377979523,6.677461974700641
24,1474378580372,24.50526917230686
24,1474379180617,11.743787651530988
24,1474379781437,6.948735283171587
24,1474380381724,18.970937726370405
24,1474380982545,9.826046168375594
24,1474381582837,7.532584230506865
24,1474382183655,5.877250093863277
24,1474382783967,4.856265009077068
24,1474383384769,7.702008869369044
24,1474383985081,8.837141108180957
24,1474384585911,7.828397916507596
24,1474385186189,24.9327718279612
24,1474385786998,5.381311664515639
24,1474386387296,16.296763951991746
24,1474386987678,18.714780233785966
24,1474387588489,4.984529657421691
24,1474388189308,12.548002255076288
24,1474388789511,6.1734230395881555
24,1474389390916,6.101029539217158
24,1474389990949,5.167878403127215
24,1474390591431,118.83993039252161
24,1474391191740,158.99894698317848
24,1474391791882,168.44810407019497
24,1474392392476,156.2204531168481
24,1474392993258,135.53828521794185
24,1474393593291,143.53842979033044
24,1474394193502,150.641092342835
24,1474394794394,147.2509313895543
24,1474395395983,157.1673648560412
24,1474395996359,31.538427687767932
24,1474396596859,81.83015018235952
24,1474397197882,149.79554746469245
24,1474397797963,33.991925813455104
24,1474398398981,19.52169101111202
24,1474398998983,137.22178764344977
24,1474399599609,161.9663458157885
24,1474400200930,145.96843096295157
24,1474400801731,112.54190432086297
24,1474401401989,142.89538730861827
24,1474402002776,141.96986758161907
24,1474402602954,65.35780522758765
24,1474403203267,129.13537859939956
24,1474403803299,186.10525018500067
24,1474404403601,199.8804396115522
24,1474405003623,116.75637388105201
24,1474405604435,14.992498576656885
24,1474406205258,22.964542462333732
24,1474406805826,9.591921899510771
24,1474407406895,4.758583699709154
24,1474408006949,7.2340079861011874
24,1474408607338,6.205985079655859
24,1474409208146,8.27815040406663
24,1474409808897,17.27156032121415
24,1474410409187,8.809658570413951
24,1474411010007,23.523477457887502
24,1474411610310,4.9377275258700974
24,1474412210763,12.573849838026723
24,1474412811440,23.84832098982367
24,1474413412259,4.901344885785079
24,1474414012541,7.5357219413830165
24,1474414612668,5.595925348165027
24,1474415212669,5.701913526784407
24,1474415813020,5.187678421449197
24,1474416413839,6.029635316099182
24,1474417014639,4.56970090559228
24,1474417615454,10.852764692738866
24,1474418216278,6.851488177126937
24,1474418816998,11.615129262964782
24,1474419417011,4.9993165729966575
24,1474420017308,4.703970732382313
24,1474420617881,4.729276658445348
24,1474421218915,4.749588979935555
24,1474421819717,6.189907880530796
24,1474422419829,5.5695330135148975
24,1474423019998,8.298790416127982
24,1474423620309,6.961138955266511
24,1474424221124,5.692827276192044
24,1474424821911,4.884140312197902
24,1474425422736,4.549101943818747
24,1474426023549,4.736044221070491
24,1474426624375,4.768828250782198
24,1474427225188,4.767430270549322
24,1474427825997,4.655722833887121
24,1474428426806,4.746975022291943
24,1474429027618,4.660135320735545
24,1474429627897,4.762880760690228
24,1474430228708,4.778273040127867
24,1474430829003,4.849980039154286
24,1474431429805,4.836919638914682
24,1474432030111,4.866717148814739
24,1474432630535,4.722324839168352
24,1474433231327,4.894042547643558
24,1474433832118,4.9442667765571215
24,1474434432426,4.707553558523069
24,1474435032908,4.502233659781076
24,1474435633511,4.759036982490295
24,1474436234314,4.822591962424921
24,1474436834549,4.6949280152265676
24,1474437435956,4.8135258424418215
24,1474438036704,4.780754033055641
24,1474438637512,4.784857790109468
24,1474439238310,4.813639204683989
24,1474439839105,4.762483334776242
24,1474440439912,4.6716613580040764
24,1474441040707,4.622343195380305
24,1474441640999,4.725312641725958
24,1474442241801,4.781456883331058
24,1474442842089,4.775262585664898
24,1474443442911,4.866950927776473
24,1474444043725,4.727519043473629
24,1474444644547,4.516650666729687
24,1474445244844,4.570946539638821
24,1474445845658,4.699238873250861
24,1474446445964,4.539271379801348
24,1474447046317,4.758743530715818
24,1474447647119,4.751603814364606
24,1474448247919,4.709862264792854
24,1474448848724,4.701016773240989
24,1474449448980,4.716034924134259
24,1474450049454,4.765806091696341
24,1474450650244,4.47499640530255
24,1474451250404,4.67064810636637
24,1474451850582,4.537738055316433
24,1474452451115,4.6348737981417845
24,1474453051912,4.692183888672563
24,1474453652719,4.594651307185485
24,1474454253533,4.657026519500635
